chapter,hiragana,kanji,english
23,～や,～屋,person of ~ shop
23,サイズ,,size
23,おと,音,sound
23,きかい,機械,machine
23,つまみ,抓み,knob
23,こしょう,故障,breakdown (～します: breakdown)
23,みち,道,"road, way"
23,こうさてん,交差点,crossroad
23,かど,角,corner
23,はし,橋,bridge
23,ちゅうしゃじょう,駐車場,"parking lot, car park"
23,ーめ,ー目,the -th (indicating order)
23,ごちそうさま［でした］。,ご馳走さま,That was delicious. (Said after eating or drinking)
23,たてもの,建物,building
23,がいこくじんとうろくしょう,外国人登録証,alien registration card
24,くれます,呉れます,give (me)
24,つれていきます,連れて行きます,take (someone)
24,つれてきます,連れて来ます,bring (someone)
24,おくります［ひとを～］,送ります,"escort [someone], go with"
24,しょうかいします,紹介します,introduce
24,あんないします,案内します,"show around, show the way"
24,いれます［コーヒーを～］,,make [coffee]
24,おじいさん／おじいちゃん,,"grandfather, old man"
24,おばあさん／おばあちゃん,,"grandmother, old woman"
24,じゅんび,準備,(～します:
24,いみ,意味,meaning
24,ぜんぶ,全部,all
24,じぶんで,自分で,by oneself
24,ほかに,外に,besides
24,ワゴンしゃ,ワゴン車,station wagon
25,かんがえます,考えます,"think, consider"
25,つきます［えきに～］,着きます,arrive [at the station]
25,とります［としを～］,取ります,grow old
25,いなか,田舎,"countryside, hometown"
25,たいしかん,大使館,embassy
25,グループ,,group
25,チャンス,,chance
25,おく,億,hundred million
25,いくら［～でも］,,"however ~, even if ~"
25,こと,事,"thing, matter (～のこと: thing about ~)"
25,ました。,りました。,for me.
25,がんばります,頑張ります,do one's best
26,みます,見ます、診ます,check
26,さがします,探します、捜します,"look for, search"
26,おくれます［じかんに～］,遅れます［時間に～］be,"late [for an appointment, etc.]"
26,まにあいます［じかんに～］,,"be in time [for an appointment, etc.]"
26,やります,,do
26,もうしこみます,申し込みます,"apply for, enter for"
26,つごうがいい,都合がいい,convenient (concerning time)
26,つごうがわるい,都合が悪い,inconvenient (concerning time)
26,きぶんがいい,気分がいい,feel well
26,きぶんがわるい,気分が悪い,feel ill
26,じゅうどう,柔道,judo
26,うんどうかい,運動会,athletic meeting
26,ばしょ,場所,place
26,ボランティア,,volunteer
26,～べん,～弁,~ dialect
26,こんど,今度,"next time, another time"
26,ずいぶん,随分,"pretty, very"
26,ちょくせつ,直接,directly
26,どこでも,,anywhere
26,だれでも,誰でも,anybody
26,なんでも,何でも,anything
26,こんな～,,~ like this
26,そんな～,,~ like that (near the listener)
26,かたづきます［にもつが～］片づきます［荷物が～］[boxes],,be put in order
26,だします［ごみを～］,出します［ごみを～］put,out [the trash]
26,もえます［ごみが～］,燃えます［ごみが～］[trash],burn
26,げつ・すい・きん,月・水・金,"Monday, Wednesday and Friday"
26,おきば,置き場,place where something is put
26,よこ,横,side
26,びん,瓶,bottle
26,かん,缶,can
26,～がいしゃ,～会社,~ company
26,れんらくします,連絡します,contact
26,こまったなあ。,困ったなあ。,What shall I do?
26,でんしメール,電子メール,electronic mail
26,うちゅう,宇宙,"space, universe"
26,こわい,恐い,be afraid of
26,うちゅうせん,宇宙船,spaceship
26,べつの,別の,another
26,うちゅうひこうし,宇宙飛行士,astronaut
27,かいます,飼います,"keep (a pet), raise (an animal)"
27,はしります［みちを～］,,"run, drive [along a road]"
27,みえます［やまが］,見えます［山が］[a,mountain] can be seen
27,きこえます［おとが］,,[a sound] can be heard
27,ペット,,pet
27,とり,鳥,bird
27,こえ,声,voice
27,はなび,花火,fireworks
27,けしき,景色,"scenery, view"
27,ひるま,昼間,daytime
27,むかし,昔,"old days, ancient times"
27,どうぐ,道具,"tool, instrument, equipment"
27,じどうはんばいき,自動販売機,vending machine
27,つうしんはんばい,通信販売,"mail order, mail-order sales"
27,クリーニング,,"(dry) cleaning, laundry"
27,だいどころ,台所,kitchen
27,～きょうしつ,～教室,~ class
27,パーティールーム,,party room
27,～ご,～後,after ~ (duration of time)
27,～しか,,only ~ (used with negatives)
27,ほかの,他の,other
27,はっきり,,clearly
27,にちようだいく,日曜大工,Sunday carpenter
27,ほんだな,本棚,bookshelf
27,ゆめ,夢,dream (～をみます: have a dream)
27,いつか,,"someday, sometime"
27,すばらしい,素晴らしい,"marvelous, wonderful"
27,こどもたち,子供たち,children
27,だいすき［な］,大好き［な］,like very much
27,まんが,漫画,"cartoon, comic strip"
27,しゅじんこう,主人公,"hero, heroine"
27,かたち,形,shape
27,ロボット,ロボット,robot
27,ふしぎ［な］,不思議［な］,"fantastic, mysterious"
27,ポケット,ポケット,pocket
27,たとえば,例えば,for example
27,つけます,付けます,"attach, put on"
27,そら,空,sky
27,とびます,飛びます,fly
27,じぶん,自分,oneself
27,しょうらい,将来,future
28,うれます［パンが～］,売れます［パンが～］,"[bread] sell, be sold"
28,かみます,,"chew, bite"
28,ちがいます,違います,be different
28,メモします,,take a memo
28,ねっしん［な］,熱心［な］,earnest
28,やさしい,優しい,"gentle, kind"
28,えらい,偉い,"great, admirable"
28,ちょうどいい,,"proper, just right"
28,しゅうかん,習慣,custom
28,けいけん,経験,experience
28,いろ,色,color
28,あじ,味,taste
28,ガム,,chewing gum
28,しなもの,品物,goods
28,ねだん,値段,price
28,きゅうりょう,給料,salary
28,ボーナス,,bonus
28,ばんぐみ,番組,program
28,しょうせつ,小説,novel
28,しょうせつか,小説家,novelist
28,かしゅ,歌手,singer
28,かんりにん,管理人,janitor
28,むすこ,息子,(my) son
28,むすこさん,息子さん,(someone else's) son
28,むすめ,娘,(my) daughter
28,むすめさん,娘さん,(someone else's) daughter
28,しょうらい,将来,future
28,しばらく,暫く,a little while
28,たいてい,大抵,"usually, mostly"
28,それに,,in addition
28,それで,,and so
28,ホームステイ,,homestay
28,かいわ,会話,conversation
28,おしゃべりします,,chat
28,おしらせ,お知らせ,notice
28,ど,土,Saturday
28,たいいくかん,体育館,gymnasium
28,むりょう,無料,free of charge
29,あきます［ドアが～］,開きます［ドアが～］,[a door] open
29,しまります［ドアが～］,閉まります［ドアが～］,[a door] close
29,きえます［でんきが～］,消えます［電気が～］,"[a light] go off, disappear"
29,こみます［みちが～］,込ます［道が～］,[a road] get crowded
29,すきます［みちが～］,すきます［道が～］,[a road] get empty
29,こわれます［いすが～］,壊れます［いすが～］,[a chair] break
29,われます［コップが～］,割れます［コップが～］,"[a glass] break, smash"
29,おれます［きが～］,折れます［木が～］,"[a tree] break, snap"
29,やぶれます［かみが～］,破れます［紙が～］,[the paper] tear
29,よごれます［ふくが～］,汚れます［服が～］,[the clothes] get dirty
29,はずれます［ボタンが～］外れます［ボタンが～］,,[a button] be undone
29,まちがえます,,make a mistake
29,かかります［かぎが～］,掛かります［かぎが～］,be locked
29,コップ,,glass (vessel)
29,ガラス,,glass (material)
29,ふくろ,袋,bag
29,えだ,枝,"branch, twig"
29,えきいん,駅員,station employee
29,このへん,この辺,"this neighbourhood, around here"
29,～へん,～辺,the place around ~
29,このくらい,,about this size
29,おさきに どうぞ。,お先に どうぞ。,"After you./Go ahead, please."
29,いまのでんしゃ,今の電車,the train which has just left
29,わすれもの,忘れ物,"things left behind, lost property"
29,～がわ,～側,~side
29,おぼえていません。,覚えていません。,I don't remember.
29,あみだな,網棚,rack
29,たしか,確か,"I suppose, if I am correct"
29,じしん,地震,earthquake
29,かべ,壁,wall
29,はり,針,hands (of a clock)
29,さします,指します,point
29,たおれます,倒れます,fall down
29,にし,西,west
29,ほう,方,direction
30,はります,,"put up, post, paste"
30,かけます,掛ます,hang
30,かざります,飾ります,"display, decorate"
30,ならべます,並べます,"arrange, line up"
30,もどします,戻します,"return, put ~ back"
30,まとめます,纏めます,"put ~ together, put ~ in shape, sum up"
30,かたづけます,片づけます,"put things in order, tidy up"
30,しまいます,,put things in their proper place
30,きめます,決めます,decide
30,しらせます,知らせます,inform
30,そうだんします,相談します,"consult, discuss"
30,よしゅうします,予習します,prepare one's lesson
30,ふくしゅうします復習します,,review one's lesson
30,そのままにします,,leave things as they are
30,じゅぎょう,授業,class
30,こうぎ,講義,lecture
30,ミーティング,,meeting
30,よてい,予定,"plan, schedule"
30,おしらせ,お知らせ,notice
30,あんないしょ,案内書,guide book
30,カレンダー,,calendar
30,ポスター,,poster
30,にんぎょう,人形,doll
30,かびん,花瓶,vase
30,かがみ,鏡,mirror
30,ひきだし,引出し,drawer
30,げんかん,玄関,"front door, porch, entrance hall"
30,ろうか,廊下,"corridor, hallway"
30,かべ,壁,wall
30,いけ,池,pond
30,もとのところ,元の所,original place
30,まわり,周り,"round, around"
30,まんなか,真ん中,center
30,すみ,隅,corner (inside a room)
30,まだ,,still
30,～ほど,,about
30,よていひょう,予定表,shedule
30,きぼう,希望,"hope, request"
30,ミュージカル,,musical
30,それはいいですね。,,That's a good idea./That sounds nice.
30,まるい,丸い,round
30,ある～,,"one ~, a certain ~"
30,うれしい,"嬉しい glad,",happy
30,いや[な],"嫌[な] hateful,",disagreeable
30,"すると and,",,then
30,めがさめます,目が覚めます wake,up
31,はじまります［しきが～］,始まります［式が～］,"[a ceremony] begin, start"
31,みつけます,見つけます,find
31,うけます［しけんを～］,受けます［試験を～］,take [an examination]
31,にゅうがくします［だいがくに～］,入学します［大学に～］,enter [a university]
31,そつぎょうします［だいがくを～］,卒業します［大学を～］,graduate [from a university]
31,しゅっせきします［かいぎに～］,出席します［会議に～］,attend [a meeting]
31,きゅうけいします,休憩します,"take a break, take a rest"
31,れんきゅう,連休,consecutive holidays
31,さくぶん,作文,"essay, competition"
31,けっこんしき,結婚式,wedding ceremony
31,しき,式,ceremony
31,ほんしゃ,本社,head office
31,してん,支店,branch office
31,きょうかい,教会,church
31,どうぶつえん,動物園,zoo
31,おきゃく［さん］,お客［さん］,"visitor, guest, customer, client"
31,だれか,誰か,somebody
31,～の ほう,～の,"方 place toward ~, direction of ~"
31,ずっと,,all the time
31,のこります,残ります,"remain, be left"
31,ふつうの,普通の,"ordinary, common, usual"
31,インターネット,,Internet
31,むら,村,village
31,えいがかん,映画館,movie theater
31,いや［な］,嫌［な］,"hatefull, disagreeable"
31,そら,空,sky
31,とじます,閉じます,close
31,こどもたち,子どもたち,children
31,じゆうに,自由に,freely
31,せかいじゅう,世界中,all over the world
31,あつまります,集まります,gather
31,うつくしい,美しい,beautiful
31,すばらしい,素晴らしい,"wonderful, magnificent"
31,きがつきます,気がつきます,"notice, become aware of"
32,うんどうします,運動します,take exercise
32,せいこうします,成功します,succeed
32,やみます［あめが～］,止みます［雨が～］[rain],"stop, end, be over"
32,はれます,晴れます,clear up
32,くもります,曇ります,become cloudy (overcast)
32,ふきます［かぜが～］,吹きます［風が～］[wind],blow
32,つづきます［ねつが～］続きます［熱が～］[high,,temperature] continue
32,ひやします,冷やします,cool; [氷で] ice; refrigerate; chill.
32,じゅうぶん［な］,十分［な］,"enough, sufficient"
32,おかしい,おかしい,"strange, funny"
32,うるさい,うるさい,noisy
32,インフルエンザ,インフルエンザ,influenza
32,そら,空,sky
32,たいよう,太陽,sun
32,ほし,星,star
32,つき,月,moon
32,かぜ,風,wind
32,きた,北,north
32,みなみ,南,south
32,にし,西,west
32,ひがし,東,east
32,インジン,インジン,engine
32,チーム,チーム,team
32,こんや,今夜,this evening
32,ゆうがた,夕方,late afternoon
32,まえ,前,"a time in the past, before"
32,おそく,遅く,late (time)
32,こんなに,,like this
32,そんなに,,like that (concerning a matter related to the listener)
32,もしかしたら,,"possibly, perhaps"
32,それはいけませんね。,,That's too bad.
32,げんき,元気,vigor
32,い,胃,stomach
32,はたらきすぎ,働きすぎ,working too much
32,ストレス,,stress
32,むりをします,無理をします,working more than one's capacity
32,ゆっくりします,,take one's time
32,ほしうらない,星占い,horoscope
32,こまります,困ります,"be in trouble, have a problem"
32,たからくじ,宝くじ,lottery
32,れんあい,恋愛,romantic love
32,こいびと,恋人,"sweetheart, boyfriend, girlfriend"
32,おかねもち,お金持ち,rich person
33,にげます,逃げます,run away
33,さわぎます,騒ぎます,make a noise
33,あきらめます,諦めます,give up
33,なげます,投げます,throw
33,あげます,上げます,"raise, lift up"
33,さげます,下げます,"lower, pull down"
33,つたえます,伝えます,convey (a message)
33,ちゅういします［くるまに～］注意します［車に～］be,,careful [of the cars]
33,はずします［せきを～］,外します［席を～］,be away [from one's desk]
33,せき,席,seat
33,ファイト,,fight
33,マーク,,mark
33,ボール,,ball
33,せんたくき,洗濯機,washing machine
33,～き,～機,～machine
33,きそく,規則,"regulation, rule"
33,しようきんし,使用禁止,Do not use.
33,たちいりきんし,立入禁止,Keep out.
33,いりぐち,入口,entrance
33,ひじょうぐち,非常口,emergency exit
33,むりょう,無料,free of charge
33,ほんじつきゅうぎょう,本日休業,closed today
33,えいぎょうちゅう,営業中,open for business
33,しようちゅう,使用中,in use
33,～ちゅう,～中,～ing
33,どういう～,,what kind of ～
33,もう,,(not) any longer (used with negatives)
33,あと～,,～left
33,ちゅうしゃいはん,駐車違反,parking violation
33,そりゃあ,,well
33,～いない,～以内,within ~
33,けいさつ,警察,police station
33,でんぽう,電報,telegram
33,ひとびと,人々,people
33,きゅうよう,急用,urgent business
33,うちます [でんぽう～],打ちます[電報を～],send [a telegram]
33,でんぽうだい,電報代,telegram charge
33,できるだけ,,as much as possible
33,みじかく,短く,"shortly, briefly"
33,また,,and
33,たとえば,例えば,for example
33,キトク,危篤,in a critical condition
33,おもいびょうき,重い病気,serious illness
33,あす,明日,tomorrow
33,るす,留守,absence
33,[お]いわい,[お]祝い,celebration
33,なくなります,亡くなります,"pass away, die"
33,かなしみ,悲しみ,"sorrow, sadness"
33,りようします,利用します,use
34,くみたてます,組み立てます,assemble
34,おります,折ります,"bend, fold, break, snap"
34,きがつきます［わすれもの,気がつきます［忘れ物,"notice, become aware of [things left"
34,に～］,に～］,behind]
34,みつかります［かぎが～］,,[a key] be found
34,します［ネクタイを～］,,"put on, wear [a tie]"
34,しつもんします,質問します,ask a question
34,ふとい,太い,thick (of large diameter)
34,ぼんおどり,盆踊り,Bon Festival dance
34,スポーツクラブ,,sports club
34,かぐ,家具,furniture
34,キー,,key
34,シートベルト,,seat belt
34,せつめいしょ,説明書,"explanatory pamphlet, instruction book"
34,ず,図,"figure, drawing"
34,やじるし,矢印,arrow (sign)
34,くろ,黒,black (noun)
34,しろ,白,white (noun)
34,あか,赤,red (noun)
34,あお,青,blue (noun)
34,こん,紺,"navy blue, dark blue (noun)"
34,きいろ,黄色,yellow (noun)
34,ちゃいろ,茶色,brown (noun)
34,ソース,,"sauce, Worcestershire sauce"
34,～か～,,~or~
34,ゆうべ,夕べ,last night
34,さっき,,a short while ago
34,さどう,茶道,tea ceremony
34,おちゃをたてます,お茶をたてます,make green tea
34,のせます,載せます,"place on, load onto"
34,これでいいでか。,,Is this allright?
34,ざいりょう,材料,"material, ingredient"
34,～ぶん,～分,portion for ～
34,とりにく,鳥肉,chicken
34,～グラム,,gram
34,たまねぎ,玉葱,onion
34,よんぶんのいち,４分の１,one fourth
34,ちょうみりょう,調味用,"seasoning, flavoring"
34,なべ,鍋,"pan, pot"
34,ひ,火,"fire, heating"
34,ひにかけます,火にかけます,put on the stove
34,にえます,煮えます,"be cooked, be boiled"
34,どんぶり,丼,ceramic bowl
35,かわります［いろが～］,変わります［色が～］,[the color] change
35,こまります,困ります,"be in trouble, have a problem"
35,つけます［まるを～］,付けます［丸を～］,"draw [a circle], mark [with a circle]"
35,ひろいます,拾います,pick up
35,かかります［でんわが～］かかります［電話が～］,,call]
35,らく［な］,楽［な］,"comfortable, easy"
35,ただしい,正しい,"correct, right"
35,めずらしい,珍しい,"rare, uncommon"
35,かた,方,person (respectful equivalent of ひと)
35,むこう,向こう,"over there, the other side"
35,しま,島,island
35,むら,村,village
35,みなと,港,"port, harbor"
35,きんじょ,近所,"neighborhood, vicinity"
35,おくじょう,屋上,rooftop
35,かいがい,海外,overseas
35,やまのぼり,山登り,mountain climbing
35,きかい,機会,"chance, opportunity"
35,きょか,許可,permission
35,まる,丸,circle
35,そうさ,操作,operation
35,ほうほう,方法,method
35,せつび,設備,"equipment, facilities"
35,カーテン,,curtain
35,ひも,綬,string
35,は,葉,leaf
35,きょく,曲,a piece of music
35,たのしみ,楽しみ,"pleasure, enjoyment, expectation"
35,もっと,,more
35,はじめに,初めに,first
35,これでおわります。,これで終わります。,We'll finish now.
35,それなら,,in that case
35,りょこうしゃ,旅行社,travel agency
35,くわしい,詳しい,detailed
35,スキーじょう,スキー場,"ski resort, ski ground"
35,しゅ,朱,red
35,まじわります,交わります,keep company with
35,なかよくします,仲よくします,be on good terms with
36,とどきます［にもつが～］届きます［荷物が～］,,[parcels] be delivered
36,でます［しあいに～］,出ます［試合に～］,participate [in the game]
36,うちます［ワープロを～］,,type [on a word processor]
36,ちょきんします,貯金します,save money
36,ふとります,太ります,get fat
36,やせます,,"get slim, lose weight"
36,すぎます［７じを～］,過ぎます［７時を～］,pass [7 o'clock]
36,かたい,硬い,"hard, tough, solid"
36,やわらかい,軟らかい,"soft, tender"
36,でんし～,電子～,electronic～
36,こうじょう,工場,factory
36,けんこう,健康,health
36,けんどう,剣道,kendo (Japanese style fencing)
36,まいしゅう,毎週,every week
36,まいつき,毎月,every month
36,まいとし（まいねん）,毎年,every year
36,やっと,,finally
36,かなり,,fairly
36,ぜったいに,絶対に,absolutely (used with negatives)
36,じょうずに,上手に,"well, skillfully"
36,このごろ,,these days
36,～ずつ,,～(some amount) per (some suit)
36,そのほうが～,,That is more～
36,おきゃくさま,お客様,"guest, customer"
36,とくべつ［な］,特別［な］,special
36,すいえい,水泳,swimming
36,～とか、～とか,,"～, ～, and so on"
36,タンゴ,,tango
36,チャレンジします,,challenge
36,きもち,気持ち,"feeling, enthusiasm"
36,れきし,歴史,history
36,ーせいき,ー世紀,-th century
36,とおく,遠く,"far, remote place"
36,きしゃ,汽車,locomotive
36,きせん,汽船,steam boat
36,おおぜいの～,大勢の～,many (people)
36,はこびます,運びます,"carry, transport"
36,とびます,飛びます,fly
36,うちゅう,宇宙,"space, universe"
36,ちきゅう,地球,earth
37,ほめます,褒めます,praise
37,しかります,叱ります,scold
37,さそいます,誘います,"invite, ask someone to join"
37,しょうたいします,招待します,invite
37,たのみます,頼みます,"ask, request"
37,ちゅういします,注意します,"warn, advise"
37,とります,取ります,"rob, steal"
37,ふみます,踏みます,step on (someone's foot)
37,こわします,壊します,"break, destroy"
37,よごします,汚します,make ～ dirty
37,おこないます,行います,"hold, carry out, practice"
37,ゆしゅつします,輸出します,export
37,ゆにゅうします,輸入します,import
37,はつめいします,発明します,invent
37,はっけんします,発見します,discover
37,せっけいします,設計します,"design, plan"
37,こめ,米,rice
37,むぎ,麦,"barley, wheat"
37,せきゆ,石油,oil
37,デート,,date
37,けいかん,警官,policeman
37,けんちくか,建築家,architect
37,かがくしゃ,科学者,scientist
37,まんが,漫画,comic
37,せかいじゅう,世界中,all over the world
37,～じゅう,～中,all over ～
37,～に,よって,by ～
37,よかったですね。,,That's lucky isn't it?
37,うめたてます,埋め立てます,reclaim
37,ぎじゅつ,技術,"technology, technique"
37,とち,土地,land
37,りようします,利用します,use
37,アクセス,,access
37,ーせいき,ー世紀,ーth centeury
37,ごうか「な」,豪華な,gorgeous
37,ちょうこく,彫刻,"engraving, carving, sculpture"
37,ねむります,眠ります,sleep
37,ほります,彫ります,"engrave, carve"
37,なかま,仲間,"colleague, friend"
37,いっしょうけんめい,一生懸命,with all one's effort
37,ねずみ,鼠,mouse
37,いっぴきもいません。,一匹もいません。,There is not a single (mouse)
38,そだてます,育てます,"breed, bring up"
38,はこびます,運びます,"carry, transport"
38,たいいんします,退院します,leave hospital
38,いれます［でんげんを～］入れます［電源を～］turn,,on [the power switch]
38,きります［でんげんを～］切ます［電源を～］,,turn off [the power switch]
38,きもちがいい,気持ちがいい,"pleasant, agreeable"
38,きもちがわるい,気持ちが悪い,"unpleasant, disgusting"
38,おおきな～,大きな～,large ～
38,ちいさな～,小さな～,small ～
38,あかちゃん,赤ちゃん,baby
38,しょうがっこう,小学校,elementary school
38,ちゅうがっこう,中学校,junior high school
38,えきまえ,駅前,the area in front of the station
38,うそ,嘘,"lie, fib"
38,しょるい,書類,"document, papers"
38,でんげん,電源,power switch
38,～せい,～製,made in ～
38,かいらん,回覧,"circular, sending round"
38,けんきゅうしつ,研究室,"study room, professor's office, laboratory"
38,きちんと,,"neatly, tidily、accurately"
38,せいりします,整理します,"put (things) in order, tidy up"
38,～というほん,～という本,"the book titled ～, the book named ～"
38,ーさつ,ー冊,"(counter for books, etc.)"
38,はんこ,判子,seal stamp
38,おします［はんこを～］,,affix [a seal]
38,ふたごう,双子,twins
38,しまい,姉妹,sisters
38,にています,似ています,"resemble, be like"
38,せいかく,性格,character
38,せわをします,世話をします,take care
38,じかんがたちます,時間がたちます,time pass by
38,だいすき「な」,大好き「な」,like very much
38,ーてん,ー点,ーpoints
38,クラス,,class
38,けんかします,喧嘩します,"quarrel, fight"
38,ふしぎ「な」,不思議「な」,"mysterious, strange"
39,しにます,死にます,die
39,びっくりします,,be surprised
39,がっかりします,,be disappointed
39,あんしんします,安心します,be relieved
39,そうたいします,早退します,leave (work or school) earlier than usual
39,りこんします,離婚します,divorce
39,ふくざつ［な］,複雑［な］,"complicated, complex"
39,じゃま［な］,邪魔［な］,"obstructive, in the way"
39,きたない,汚い,dirty
39,かなしい,悲しい,sad
39,はずかしい,恥ずかしい,"embarrased, ashamed"
39,じしん,地震,earthquake
39,たいふう,台風,typhoon
39,かじ,火事,fire
39,じこ,事故,accident
39,フロント,,"front desk, reception desk"
39,ーごうしつ,ー号室,room number -
39,あせ,汗,perspiration (～をかきます：perspire)
39,タオル,,towel
39,せっけん,,soap
39,おおぜい,大勢,a great number of people
39,おつかれさまでし,お疲れさまでしThank,you for your hard work. (used to express appreciation
39,た。,た。,for a colleague's or subordinate's work)
39,うかがいます。,伺います。,I'm coming. (humble way of saying
39,とちゅうで,途中で,"on the way, in the midst of"
39,トラック,,"truck, lorry"
39,ぶつかります,,"bump, collide"
39,ならびます,並びます,"stand in a queue, line up"
39,おとな,大人,adult
39,ようふく,洋服,Western Clothes
39,あいます,合います,"fit, suit"
39,いまでは,今では,now
39,せいじんしき,成人式,coming-of-age celebration
40,かぞえます,数えます,count
40,はかります,測ります、量ります,"measure, weigh"
40,たしかめます,確かめます,"confirm, make shure"
40,あいます［サイズが～］,合います［サイズが～］[the,size] fit
40,とうちゃくします,到着します,arrive
40,よいます,酔います,get drunk
40,きけん［な］,危険［な］,dangerous
40,ひつよう［な］,必要［な］,necessary
40,うちゅう,宇宙,"space, universe"
40,ちきゅう,地球,earth
40,しんねんかい,新年会,New Year's Party
40,たいかい,大会,"mass meeting, convention"
40,マラソン,,marathon
40,コンテスト,,contest
40,おもて,表,"face, front"
40,うら,裏,back (side)
40,もうしこみ,申し込み,application
40,ほんとう,本当,"truth, fact"
40,まちがい,間違い,mistake
40,きず,傷,"defect, wound, scratch"
40,ズボン,,Trousers (French: Jupon)
40,ながさ,長さ,lenght
40,おもさ,重さ,weight
40,たかさ,高さ,height
40,ーごう,ー号,"train number, typhoon number, etc."
40,ーこ,ー個,(counter for small objects)
40,ーほん（ーぽん、ーぼん）ー本,,(counter for long objects)
40,ーキロ,,"ーkilograms, kilometers"
40,ーグラム,,ーgrams
40,ーセンチ,,ーcentimeters
40,ーミリ,,ーmillimeters
40,～いじょう,～以上,"not less than 〜, over 〜"
40,～いか,～以下,"not more than 〜, under 〜"
40,どうでしょうか,,How is 〜? (polite way of saying どうですか)
40,クラス,,class
40,テスト,,"test, examination"
40,ところで,所で,by the way
40,じけん,事件,"incident, case"
40,オートバイ,,motorcycle
40,ばくだん,爆弾,bomb
40,つみます,積む,"load, pile up"
40,うんてんしゅ,運転手,driver
40,が,,but
40,きゅうに,急に,suddendly
40,うごかします,動かします,"start, operate, move"
40,いっしょうけんめい,一生懸命,with all one's effort
40,はんにんん,犯人,"suspect, criminal"
40,てにいれます,手に入れる,"obtain, get"
40,うわさします,噂します,gossip
41,いただきます,,receive (humble equivalent of もらいます)
41,くださいます,,くれます)
41,やります,,give (to a younger person or subordinate)
41,よびます,呼びます,invite
41,とりかえます,取り替えます,exchange
41,しんせつにします,親切にします,be kind to
41,かわいい,可愛い,"lovely, cute"
41,おいわい,お祝い,"celebration, gift (～をします：celebrate)"
41,おとしだま,お年玉,money given as New Year's gift
41,きょうみ,興味,interest
41,じょうほう,情報,information
41,ぶんぽう,文法,grammar
41,はつおん,発音,pronunciation
41,さる,猿,"ape, monkey"
41,おもちゃ,,toy
41,えほん,絵本,picture book
41,えはがき,絵はがき,picture postcard
41,ドライバー,,screwdriver
41,ハンカチ,,handkerchief
41,くつした,靴下,"socks, stockings"
41,てぶくろ,手袋,gloves
41,ゆびわ,指輪,ring
41,そふ,祖父,(my) grandfather
41,そぼ,祖母,(my) grandmother
41,まご,孫,grandchild
41,おじ,,(my) uncle
41,おじさん,,(someone else's) uncle
41,おば,,(my) aunt
41,おばさん,,(someone else's) aunt
41,おととし,,the year before the last
41,はあ,,"yes, I see"
41,もうしわけありません申し訳ありませんI'm,,sorry./Excuse me.
41,あずかります,預かります,"keep, receive (a thing) in trust"
41,せんじつ,先日,the other day
41,むかしばなし,昔話,"old tale, folklore"
41,ある～,,"a certain 〜, one 〜"
41,おとこ,男,man
41,こどもたち,子どもたち,children
41,いじめます,苛めます,"bully, abuse, ill-treat"
41,かめ,亀,turtle
41,たすけます,助けます,"save, help"
41,おひめさま,お姫様,princess
41,くらします,暮らします,"live, lead a life"
41,りく,陸,"land, shore"
41,すると,,"and, then"
41,けむり,煙,smoke
41,まっしろ［な］,真っ白［な］,pure white
41,なかみ,中身,content
42,つつみます,包みます,wrap
42,まぜます,混ぜます,mix
42,けいさんします,,calculate
42,あつい,厚い,thick
42,うすい,薄い,thin
42,べんごし,弁護士,"lawyer, attorney"
42,ふたり,二人,couple
42,れきし,歴史,history
42,ぶんか,文化,culture
42,しゃかい,社会,society
42,ほうりつ,法律,law
42,せんそう,戦争,war
42,へいわ,平和,peace
42,もくてき,目的,purpose
42,あんぜん,安全,safety
42,ろんぶん,論文,"thesis, academic paper"
42,かんけい,関係,"ralation, connection"
42,ミキサー,,mixer
42,せんぬき,栓抜き,cap opener
42,かんきり,缶切り,can opener
42,かんづめ,缶詰,"canned food, tinned food"
42,ふろしき,風呂敷,wrapping cloth used to carry things
42,そろばん,算盤,abacus
42,たいおんけい,体温計,(clinical) thermometer
42,ざいりょう,材料,"material, ingredients"
42,いし,石,stone
42,データ,,data
42,ファイル,,file
42,ある～,"certain〜,",a one〜
42,いっしょうけんめい,一生懸命,with all one's effort
42,なぜ,,why
42,ローン,,loan
42,セット,,set
42,あと,,"the amount left unused, the rest"
42,なべ,,"pan, pot"
42,どんぶり,丼,ceramic bowl
42,しょくひん,食品,food
42,ちょうさ,調査,"investigation, survey"
42,カップ,,cup
42,～のかわりに,,"in place of〜, instead of〜"
42,いまでは,今では,"now, nowadays"
43,きれます,［ひもが～］,"[a string] break, snap"
43,とれます,［ボタンが～］取れます,[a button] came off
43,おちます ［にもつが～］落ちる,［荷物が～］[bagage],fall down
43,じょうぶ［な］,丈夫［な］,"strong, healty"
43,へん［な］,変［な］,"strange, peculiar"
43,しあわせ［な］,幸せ［な］,happy
43,うまい,,"tasty, good at"
43,まずい,不味い,not tasty
43,ガソリン,,"petrol, gasoline"
43,ひ,火,fire
43,だんぼう,暖房,heating
43,れいぼう,冷房,air-conditioning
43,わあ,,Oh!/Wow!
43,かいいん,会員,member
43,てきとう［な］,適当［な］,"suitable, proper"
43,ねんれい,年齢,age
43,しゅうにゅう,収入,income
43,ぴったり,,"exactly, just right"
43,～といいます,,(one's name) is 〜
43,ばら,,rose
43,ドライブ,,driving
44,なきます,泣きます,cry
44,わらいます,笑います,"laugh, smile"
